Source,Headline,C/I,Full Text,Full Text Link,Date
The Daily Wire,NCAA Ignores Outcry From Female Swimmers Over Biological Men In Women’s Sports,C,"The NCAA is apparently ignoring national outcry over the inclusion of a biologically male athlete in the recent NCAA Women’s Swimming Championships, staying silent despite concerns from swimmers, parents, and the public at large.

The Daily Wire has repeatedly reached out to the association regarding testimony from fathers and swimmers who protest against Lia Thomas, a biologically male athlete, swimming in female races.

Despite highly publicized calls for action from Virginia Tech swimmer Reka Gyorgy and University of Kentucky swimmer Riley Gaines — both of whom competed against Thomas and suffered for it, the NCAA has not responded to requests for comment.

Gyorgy placed 17th in the 500 freestyle, meaning that she did not make it back to the finals and was a first alternate. If Thomas, a biological male, had not participated, Gyorgy would have made it to the finals.

“I’m writing this letter right now in hopes that the NCAA will open their eyes and change these rules in the future,” she wrote in a letter to the NCAA that she released Sunday. “It doesn’t promote our sport in a good way and I think it is disrespectful against the biologically female swimmers who are competing in the NCAA.”

Gaines competed in the women’s 200 freestyle and tied for fifth place with Thomas. In an interview with The Daily Wire, she said she was made to hold the sixth-place trophy during award ceremony pictures, while Thomas was given the fifth-place trophy.

The swimmer believes that the NCAA was “trying to save face” in elevating Thomas in this situation, telling The Daily Wire that the experience was “disheartening” and that she “left the pool with no trophy.”

“Who are we trying to protect here?” she questioned, “and who are we trying to fight for here?”

The NCAA Board of Governors updated its transgender participation policy in January, requiring transgender athletes to document “sport-specific” testosterone levels within their sport’s approved range at the beginning of the season and ahead of championship selections.

“We are steadfast in our support of transgender student-athletes and the fostering of fairness across college sports,” John DeGioia, chair of the NCAA board and president of Georgetown University, said in a statement at the time.

“It is important that NCAA member schools, conferences and college athletes compete in an inclusive, fair, safe and respectful environment and can move forward with a clear understanding of the new policy,” he added.

But parents and athletes apparently do not find the move bold enough.

Linnea Saltz, a former NCAA track athlete who raced against a biological man, is not surprised that the NCAA has preserved silence on the matter since she brought her concerns to the association in 2019 with little results.

“Here we are today still dealing with the same issues,” she said.

Saltz told The Daily Wire on Thursday that she hoped that seeing the “overwhelming amount of individuals” affected by the NCAA’s decision would prompt the association to “finally make a decision that protects these women.”


“It is pertinent that the NCAA listen to these concerns as they are the governing body that is supposed to protect these athletes,” the former track athlete added. “This new NCAA narrative of inclusivity is exclusionary to women in sports.”

Saltz insisted: “If the issue is not addressed now, then when? It is clear a decision needs to be made as the situation will continue to worsen and more individuals will become affected if not.”

The NCAA’s silence on the matter perhaps indicates that the organization hopes outcry will die down and concerns over the issue will be forgotten.

But parents told The Daily Wire at the championships in Atlanta that the entire meet was abuzz with concerns and qualms about fairness in women’s sports.

“If the NCAA continues to sideline women and the accomplishments of female athletes, Congress must hold them accountable,” Annabelle Rutledge, national director for Young Women for America, told The Daily Wire. “And as American citizens, we must be relentless in our support of female athletes, calling on the Administration to uphold Title IX, and engaging with our state and federal members to hold the NCAA to account.”",https://www.dailywire.com/news/ncaa-ignores-outcry-from-female-swimmers-over-biological-men-in-womens-sports,2022-03-24
The Daily Wire,Democrats Fume After Supreme Court Sides With Republicans On Voting Map Issue,C,"The U.S. Supreme Court on Wednesday sided with Wisconsin Republicans challenging “redistricting” efforts from Democrats in the state, throwing out legislative maps drawn by Democratic Governor Tony Evers and adopted by its highest court, The Washington Post reported.

The Supreme Court granted a Republican request to block new maps that “increased the number of state Assembly districts with a majority of Black voters from six to seven,” Reuters reported. “The court sent that case back to the Wisconsin Supreme Court and ordered it to adopt new maps laying out the various districts.”

The Wisconsin Supreme Court “committed legal error in its application of decisions of this Court regarding the relationship between the constitutional guarantee of equal protection and the VRA (Voting Right Act),” the opinion said, adding that the state court “believed that it had to conclude only that the VRA might support race-based districting — not that the statute required it. … Our precedent instructs otherwise.”

“The question that our VRA precedents ask and the court failed to answer is whether a race-neutral alternative that did not add a seventh majority-black district would deny black voters equal political opportunity,” the majority wrote.

The Wisconsin court “is free to take additional evidence if it prefers to reconsider the Governor’s maps rather than choose from among the other submissions. Any new analysis, however, must comply with our equal protection jurisprudence,” it added.

Vox reported that the high court used a process known as “summary reversal” to toss the maps, “meaning that the Court tossed out the Wisconsin Supreme Court’s decision completely without receiving full briefing or hearing oral arguments.”

Liberal Justices Sonia Sotomayor and Elena Kagan dissented from the majority.

“In an emergency posture, the Court summarily overturns a Wisconsin Supreme Court decision resolving a conflict over the State’s redistricting, a decision rendered after a 5-month process involving all interested stakeholders,” Sotomayor wrote, according to The Hill. “Despite the fact that summary reversals are generally reserved for decisions in violation of settled law, the Court today faults the State Supreme Court for its failure to comply with an obligation that, under existing precedent, is hazy at best.”

In a second unsigned ruling, “the court rejected a challenge from five Republican congressmen who objected to the congressional map adopted by the Wisconsin Supreme Court, which had also been prepared by Mr. Evers, a Democrat,” The New York Times reported.

Democrats and their allies in the media fumed over the news, claiming it was an attack on “voting rights.”

“Today’s Supreme Court action in Wisconsin is simply wrong and is grounded in an unprecedented process and a failure to adhere to precedent,” former U.S. Attorney General Eric Holder posted to social media. “The Court continues to put its legitimacy at risk.”


Left-wing site Slate called the ruling an “astonishing, inexplicable blow to the Voting Rights Act.”

Journalist John Nichols called the decision “stunning” and “wrong.”

“In a stunning decision that confirms just how extreme the US Supreme Court’s majority has become, #SCOTUS has rejected the Wisconsin Supreme Court ruling that embraced [Governor Evers] ’ legislative district maps. Justice Sonia Sotomayor calls the ruling ‘unprecedented.’ It’s also wrong,” he wrote.
",https://www.dailywire.com/news/shocking-wrong-democrats-fume-after-supreme-court-sides-with-republicans-on-voting-map-issue,2022-03-24
The Daily Wire,Top U.S. Senator Comes Out Against Biden SCOTUS Nominee: ‘Cannot and Will Not Support Judge Jackson’,C,"U.S. Senate Republican Leader Mitch McConnell (R-KY) announced on Thursday that he will not support President Joe Biden’s Supreme Court nominee, Judge Ketanji Brown Jackson, after coming into the process with “an open mind.”

“After studying the nominee’s record and watching her performance this week, I cannot and will not support Judge Jackson for a lifetime appointment to our highest Court,” McConnell said in a statement. “First, Judge Jackson refuses to reject the fringe position that Democrats should try to pack the Supreme Court. Justices Ginsburg and Breyer had no problem denouncing this unpopular view and defending their institution. I assumed this would be an easy softball for Judge Jackson. But it wasn’t.”

“The nominee suggested there are two legitimate sides to the issue,” he continued. “She testified that she has a view on the matter but would not share it. She inaccurately compared her non-answer to a different, narrower question that a prior nominee was asked. But Judge Jackson seemingly tipped her hand. She said she would be, ‘thrilled to be one of however many.’ The opposite of the Ginsburg and Breyer sentiment. The most radical pro-court-packing fringe groups badly wanted this nominee for this vacancy. Judge Jackson was the court-packers’ pick. And she testified like it.”

McConnell specifically took issue with Jackson’s stances on crime and illegal immigration in his statement.

“This is one area where Judge Jackson’s trial court records provide a wealth of information. And it is troubling,” McConnell said. “The Judge regularly gave certain terrible kinds of criminals light sentences that were beneath the sentencing guidelines and beneath the prosecutors’ requests. The Judge herself, this week, used the phrase ‘policy disagreement’ to describe this subject. The issue isn’t just the sentences. It’s also the Judge’s rhetoric in trial transcript and the creative ways she bent the law. In one instance, Judge Jackson used COVID as a pretext to essentially rewrite a criminal justice reform law from the bench and make it retroactive, which Congress had declined to do.”

“She did so to cut the sentence of a fentanyl trafficker while Americans died in huge numbers from overdoses,” he continued. “Judge Jackson declined to walk Senators through the merits of her reasoning in specific cases. She just kept repeating that it was her discretion, and if Congress didn’t like it, it was our fault for giving her the discretion. That is hardly an explanation as to why she uses her discretion the way she does. It was not reassuring to hear Judge Jackson essentially say that if Senators want her to be tough on crime, we need to change the law, take away her discretion, and force her to do it. That response just seems to confirm that deeply-held personal policy views seep into her jurisprudence. And that is exactly what the record suggests.”",https://www.dailywire.com/news/top-u-s-senator-comes-out-against-biden-scotus-nominee-cannot-and-will-not-support-judge-jackson,2022-03-24
The Daily Wire,"Feminist Group Condemns NCAA For Ignoring Pleas Of Female Swimmers, Shielding Trans Swimmer ‘Who Didn’t Do Particularly Well In Men’s Swimming Competitions’",C,"A feminist organization is condemning the NCAA for staying silent amid a national controversy over the inclusion of a biologically male athlete in the recent NCAA Women’s Swimming Championships.

“We are deeply disappointed by the NCAA’s promotion and celebration of a male athlete over the wellbeing of female athletes during the past few months,” Mahri Irvine, the executive director of the Women’s Liberation Front (WoLF), said in a Thursday afternoon statement to The Daily Wire.

WoLF weighed in following a Daily Wire report exposing the NCAA’s silence as fathers, swimmers, and members of the public protest the inclusion of Lia Thomas, a biologically male athlete, in female races.

The NCAA has not responded to many requests for comment from The Daily Wire, despite highly publicized calls for action from Virginia Tech swimmer Reka Gyorgy and University of Kentucky swimmer Riley Gaines — both of whom competed against Thomas and suffered for it.

“Lia Thomas has been portrayed by the NCAA as a woman who legitimately deserves to compete in women’s sports,” Irvine said. “However, nothing could be further from the truth.”

The WoLF executive director pointed to the fact that Thomas, who won the 500 freestyle last Thursday evening, tied for fifth in the 200 freestyle Friday evening, and placed eighth in the 100 freestyle, formerly raced with men for three years.

“Lia is a man who didn’t do particularly well in men’s swimming competitions,” Irvine said. “This man decided to say that he is a woman in order to gain access to women’s sports.”

WoLF is disappointed not just by the NCAA’s “silent treatment toward female athletes,” Irvine said. The organization is also “gravely concerned that the NCAA has chosen to engage in gaslighting of our entire country.”

“We all know that Lia Thomas is male, and we all know that the NCAA is engaging in psychological manipulation of athletes, coaches, sports fans, and the general public,” the WoLF executive director continued.

“We hope that the NCAA will somehow find the courage to admit that it has made serious errors in judgment related to this issue,” she added. “We hope that someday, the NCAA will actually start supporting female athletes instead of devaluing them and psychologically manipulating them.”

The Daily Wire also reached out to a slew of women’s advocacy groups for this story, including the Women’s March, Ultra Violet, the Planned Parenthood Federation of America, Emily’s List, the National Women’s Law Center, and the Center for Reproductive Rights.

Ultra Violet declined to weigh in on the matter, while the rest of the organizations remained silent.

Gyorgy placed 17th in the 500 freestyle, meaning that she did not make it back to the finals, and was a first alternate. Had Thomas, a biological male, not participated, Gyorgy would have made it to the finals.

“I’m writing this letter right now in hopes that the NCAA will open their eyes and change these rules in the future,” she wrote in a letter to the NCAA that she released Sunday. “It doesn’t promote our sport in a good way and I think it is disrespectful against the biologically female swimmers who are competing in the NCAA.”

Gaines competed in the women’s 200 freestyle and tied for fifth place with Thomas. In an interview with The Daily Wire, she revealed that she was made to hold the sixth place trophy during award ceremony pictures, while Thomas was given the fifth place trophy.

The swimmer believes that the NCAA was “trying to save face” in elevating Thomas in this situation, telling The Daily Wire that the experience was “disheartening” and that she “left the pool with no trophy.”

“Who are we trying to protect here,” she questioned, “and who are we trying to fight for here?”

The NCAA Board of Governors updated its transgender participation policy in January, requiring transgender athletes to document “sport-specific” testosterone levels within their sport’s approved range at the beginning of the season and ahead of championship selections.",https://www.dailywire.com/news/feminist-group-condemns-ncaa-for-ignoring-pleas-of-female-swimmers-shielding-trans-swimmer-who-didnt-do-particularly-well-in-mens-swimming-competitions,2022-03-24
The Daily Wire,"Trump Sues Hillary Clinton, Dozens Of Others Over ‘Far-Reaching’ Russian Collusion Conspiracy",C,"Former President Donald Trump sued numerous people and entities involved with the Steele Dossier and the 2016 Russian collusion conspiracy on Thursday.

Trump’s suit, filed in the U.S. District Court of the Southern District of Florida, accuses former Secretary of State Hillary Clinton, former FBI Director James Comey, the Democratic National Committee, and dozens of others of engaging in an organized plot to spread malicious and false information about Trump.

“In the run-up to the 2016 Presidential Election, Hillary Clinton and her cohorts orchestrated an unthinkable plot — one that shocks the conscience and is an affront to this nation’s democracy,” Trump’s suit begins. “Acting in concert, the Defendants maliciously conspired to weave a false narrative that their Republican opponent, Donald J. Trump, was colluding with a hostile foreign sovereignty. The actions taken in furtherance of their scheme — falsifying evidence, deceiving law enforcement, and exploiting access to highly-sensitive data sources — are so outrageous, subversive and incendiary that even the events of Watergate pale in comparison.”

“Under the guise of ‘opposition research,’ ‘data analytics,’ and other political stratagems, the Defendants nefariously sought to sway the public’s trust. They worked together with a single, self-serving purpose: to vilify Donald J. Trump,” the suit continues. “Indeed, their far-reaching conspiracy was designed to cripple Trump’s bid for presidency by fabricating a scandal that would be used to trigger an unfounded federal investigation and ignite a media frenzy.”

Trump’s 2016 presidential campaign and his subsequent presidency was hounded by allegations that his campaign worked with Moscow to rig the 2016 presidential election. The allegations stemmed from the Steele Dossier, a report put together by former British spy Christopher Steele and funded by Clinton’s campaign.

Former special counsel Robert Mueller found no evidence of the alleged collusion after a roughly two-year investigation into the dossier and Russia’s role in the 2016 election.

Trump’s lawsuit alleges that the defendants violated U.S. RICO laws, or laws used against organized crime groups such as gangs and mafias, among other violations.

“The members of the Enterprise are a group of persons associated together for the common purpose of carrying on an ongoing enterprise; specifically, the Enterprise had a common, unlawful goal of dismantling the Plaintiff’s political career and/or impeding his ability to effectively govern through fraudulent, deceptive, and criminal means, including, but not limited to, falsely implicating the Plaintiff, the Trump Campaign, and the Trump Administration as colluding with Russia,” the lawsuit states, explaining its RICO case.

Combatting the false allegations cost Trump at least $24 million, according to the lawsuit.

“Among other things, the Plaintiff was forced to incur expenses in an amount to be determined at trial, but known to be in excess of twenty-four million dollars ($24,000,000) and continuing to accrue, in the form of defense costs, legal fees, and related expenses incurred in connection with his effort to defend against the Defendants’ actions and the various federal investigations and/or official proceedings which arose therefrom, in addition to the loss of existing and future business opportunities for himself, the Trump Campaign, and the Trump Organization LLC,” the lawsuit says.",https://www.dailywire.com/news/trump-sues-hillary-clinton-dozens-of-others-over-far-reaching-russian-collusion-conspiracy,2022-03-24
The Daily Wire,Cory Booker Makes Himself — And Judge Jackson — Cry With Dramatic Outburst During Hearing,C,"Senator Cory Booker (D-NJ) brought himself — and Supreme Court nominee Ketanji Brown Jackson — to tears on Wednesday as he broke into an animated explanation of just how much her nomination meant to him.

Booker used a portion of his time during Jackson’s confirmation hearing before the Senate Judiciary Committee to wax on about the historic nature of her nomination, excitedly telling her, “I’m not letting anybody in the Senate steal my joy!”

CSPAN
@cspan
""This country is getting better and better...When that final vote happens and you ascend onto the highest Court in the land, I'm going to rejoice. And I'm going to tell you right now, the greatest country in the world, the United States of America, will be better because of you.""

“I’m telling you right now,” Booker began, “I’m not letting anybody in the Senate steal my joy! I told you this at the beginning, I — I’m embarrassed … I just look at you, and I start getting full of emotion.”

The New Jersey Senator went on to tell a story about going for a run, saying that a black woman had approached him — in part, he believed, because of the role he would have in confirming Judge Jackson.

“I put my music on loud when I’m jogging, trying to block out the noise of the heart attack I’m having,” Booker said, prompting laughs. “And this woman comes up on me, practically tackles me, an African American woman. And the look on her eye, she just wanted to touch me, ’cause I think — ’cause I’m sitting so close to you — and tell me what it meant to her to watch you sitting where you’re sitting.”

Booker then touted Judge Jackson’s hard work and dedication, saying that she hadn’t achieved all she had because of a “Left-wing agenda” — and Jackson reached for her tissues.

“You got here how every black woman in America who’s gotten anywhere has done,” Booker continued, his voice cracking at times. “By being — like Ginger Rogers said, ‘I did everything Fred Astaire did, but backwards in heels.’ And so I’m just sitting here saying, ‘Nobody’s stealing my joy, nobody’s going to make me angry.'”

Booker then mentioned how he was treated when he arrived at the Capitol, being only the fourth black Senator in Washington. His voice wavered again when he explained the moment in the Oval Office when he tried to explain to President Joe Biden how much it affected him personally to see the first black woman nominated to the nation’s highest court.

“It’s hard for me not to look at you and not see my mom. Not to see my cousins, one of them who had to come here and sit behind you. She had to have your back. I see my ancestors and yours,” Booker said. “But don’t worry, my sister. Don’t worry. God has got you. And how do I know that? You’re here, and I know what it’s taken for you to sit in that seat.”

“You have earned this spot. You are worthy. You are a great American,” he added, in an apparent jab and critics who panned Biden for making Jackson’s race and gender requirements for her nomination.

“This country is getting better and better,” Booker concluded. “When that final vote happens and you ascend onto the highest Court in the land, I’m going to rejoice. And I’m going to tell you right now, the greatest country in the world, the United States of America, will be better because of you.”",https://www.dailywire.com/news/cory-booker-makes-himself-and-judge-jackson-cry-with-dramatic-outburst-during-hearing,2022-03-24
The Daily Wire,"California State University Drops SATs, ACTs From Admissions Requirements",C,"California State University (CSU) will no longer require students to submit SAT or ACT scores for college admissions, making it the largest four-year college system in the country to drop the requirement.

CBS News reported that CSU’s Board of Trustees voted unanimously on Wednesday to make the change, and that the move follows the University of California’s decision to do the same in 2020. CSU had already suspended the use of test scores during the 2021-22 and 2022-23 academic years due to the coronavirus pandemic, but this week made the move permanent.

“This decision aligns with the California State University’s continued efforts to level the playing field and provide greater access to a high-quality college degree for students from all backgrounds,” CSU acting Chancellor Steve Relyea said in a statement, according to CBS. “In essence, we are eliminating our reliance on the high-stress, high-stakes test that has shown negligible benefit and providing our applicants with greater opportunities to demonstrate their drive, talents and potential for college success.”

Students can still use the test scores to get placed into the right math and English courses, but they will no longer need them specifically for admission into the university system. Instead, CSU said it would “utilize a multi-factored admission criteria to determine student eligibility in lieu of standardized test scores.”

The Daily Wire previously reported in June 2020 that the UC system voted to stop requiring SAT and ACT scores because, as some members claimed, the test was harmful to minorities. The Daily Wire reported:

Yet only a few weeks earlier, the entire faculty senate voted to retain the SAT as a result of a study commissioned by UC system president Janet Napolitano that found that the SAT and the ACT increased minority enrollment across the UC system.

“The 228-page report, loaded with hundreds of displays of data from the UC’s various admissions departments, found that the SAT and a commonly used alternative test, ACT —  also eliminated – actually helped increase black, Hispanic, and Native American enrollment at the system’s 10 campuses. The report recommended that their use be continued,” Richard Bernstein of RealClearInvestigations reported.

The report stated, “The Task Force found that of the 22,613 students guaranteed admission through the statewide index (the admissions pathway in which test scores can compensate for lower HSGPA) but not through Eligibility in the Local Context (ELC), which only considers high school grades, about 25% were members of underrepresented minority groups, and 47% were low-income or first generation students. These students would not have been guaranteed admission on the basis of their grades alone.”

Yet the testing requirement was still removed.

Earlier this year, The Daily Wire reported that the SAT was going to be shortened and taken entirely online.

“Beginning in 2024 for U.S. students, the test will be shortened to two hours instead of the current grueling three hours, and it will allow more time per question. The new SAT will also feature shorter reading passages with one question per passage, and students will be allowed to use a calculator for the math section,” The Daily Wire reported. “The new SAT will also be online, although it will still be administered in-person at schools and test centers. However, students will be able to choose whether they want to use their personal tablet or laptop or a school device. In addition, the new test will speed up the turnaround time for students to get their scores from weeks to days.”",https://www.dailywire.com/news/california-state-university-drops-sats-acts-from-admissions-requirements,2022-03-24
The Guardian,Violence in Mexico and Central America driving large waves of migration,C,"Waves of migration through Mexico and Central America, and people who go missing, will increase in 2022 due to high levels of violence in the region, the International Committee of the Red Cross (ICRC) said.

“In many countries, violence is wreaking more and more havoc, and that’s why there are more and more migrants,” ICRC representative Jordi Raich told Reuters in an interview Wednesday. “And it’s not a situation that is going to improve or slow down, not even in the years to come.“

Immigration authorities in Mexico detained 307,679 migrants in 2021, a 68% increase compared with 182,940 detentions in 2019, according to government data.

Shelters in Mexico were completely overwhelmed last year, filled with frustrated migrants unable to continue their journey to the United States, Raich said.

Many migrants get “stuck” along Mexico’s southern or northern borders, Raich said, where they face “enormous economic constraints” and are able to find only basic services.

The administration of Joe Biden has faced record numbers of migrants arriving at the southern border and has implored Mexico and Central American countries to do more to stem the wave.

Disappearances in the region have not slowed either, the Red Cross said in a report released Thursday. Mexico recently surpassed 100,000 people reported missing in the country.

In El Salvador, 488 missing person cases remain unsolved, and in Guatemala, the number of missing women rose to six a day, the Red Cross report said.

Raich said it will be difficult to respond to the root causes of migration immediately. A joint effort among countries like El Salvador, Guatemala and Honduras is necessary, he added.

“Migration is not going to stop,” Raich said. “If you try to prevent it or strictly regulate it, people start to pile up at the borders, which is happening in Mexico and other countries.”

Meanwhile, the Biden administration on Thursday rolled out a sweeping new regulation that aims to speed up asylum processing and deportations at the US-Mexico border, amid a record number of migrants seeking to enter the US.

The announcement of the new rule came as US officials are debating whether to end a separate Covid-era policy that has blocked most asylum claims at the border. The asylum overhaul could provide a faster way to process border crossers if the Covid order is ended.

The final asylum rule, which will go into effect in late May, will authorize asylum officers to accept or reject migrants’ claims for protection soon after they cross the border, in an effort to resolve them in months rather than years by bypassing backlogged US immigration courts.

The administration of Democratic president Joe Biden says it is a humane way to deal with the rising number of attempted border crossings, which have hit records and triggered attacks from Republicans aiming to take control of Congress in the November midterm elections.

The new policy faced criticism from groups that favor more immigration restrictions as well as from some pro-immigrant advocacy organizations, and may be challenged in court.

Most migrants apprehended at the US south-west border come from Mexico and Central America, but an increasing number are arriving from farther places and seeking refuge, including in recent weeks Ukrainians fleeing Russia’s invasion of their country.

Under the new rule, which is being issued jointly by the Department of Homeland Security and Department of Justice, more migrants, including families, will be placed in a process known as “expedited removal” to resolve cases more quickly. It will not apply to unaccompanied children.

“The current system for handling asylum claims at our borders has long needed repair,” homeland security secretary Alejandro Mayorkas said in a statement.

Some immigrant rights advocates oppose the fast-track process, which aims to process cases within 90 days, fearing it will lead to more deportations.

The new rule “risks sacrificing accurate decision-making for its narrative of speed”, said Eleanor Acer, senior director for refugee protection at Human Rights First.

While migrants denied asylum will get another chance to make their case before an immigration judge, those cases will also be expedited with a goal of resolving them within 90 days.

Biden has kept a controversial order known as Title 42, allowing authorities to quickly expel most migrants caught crossing the border to Mexico or other countries to limit the spread of Covid-19.

The administration is leaning toward ending the order after court decisions that complicate its implementation, and is faced with a deadline next week to renew, modify or terminate it.",https://www.theguardian.com/world/2022/mar/24/migration-violence-mexico-central-america,2022-03-24
The Guardian,US charges four Russian hackers over cyber-attacks on global energy sector,C,"The US has unveiled criminal charges against four Russian government officials, saying they engaged in two major hacking campaigns between 2012 and 2018 that targeted the global energy sector and affected thousands of computers across 135 countries.

In one now-unsealed indictment from August 2021, the justice department said three alleged hackers from Russia’s Federal Security Service (FSB) carried out cyber-attacks on the computer networks of oil and gas firms, nuclear power plants, and utility and power transmission companies across the world between 2012 and 2017.

The three accused Russians in that case are Pavel Aleksandrovich Akulov, 36, Mikhail Mikhailovich Gavrilov, 42, and Marat Valeryevich Tyukov, 39.

In a second unsealed indictment from June 2021, the DoJ accused Evgeny Viktorovich Gladkikh, a 36-year-old Russian ministry of defense research institute employee, of conspiring with others between May and September 2017 to hack the systems of a foreign refinery and install malware known as “Triton” on a safety system produced by Schneider Electric.

The justice department unsealed the two cases just days after US president Joe Biden warned about “evolving intelligence” suggesting the Russian government is exploring options for more cyber-attacks in the future.

A department official told reporters on Thursday that even though the hacking at issue in the two cases occurred years ago, investigators remained concerned Russia will continue to launch similar attacks.

These charges show the dark art of the possible when it comes to critical infrastructure,” the official said.

The official added that the four accused Russians are not in custody, but the department decided to unseal the indictments because they determined the “benefit of revealing the results of the investigation now outweighs the likelihood of arrests in the future.”

The 2017 attack stunned the cybersecurity community when it was made public by researchers later that year because – unlike typical digital intrusions aimed at stealing data or holding it for ransom – it appeared aimed at causing physical damage to the facility itself by disabling its safety system.

US officials have been tracking the case and its aftershocks ever since.

In 2019, those behind Triton were reported to be scanning and probing at least 20 electric utilities in the United States for vulnerabilities.

The following year – two weeks before the 2020 US presidential election – the US treasury department sanctioned the Russian government-backed Central Scientific Research Institute of Chemistry and Mechanics, where Gladkikh is alleged to have worked.

The news of the indictment represents “a shot across the bow” to any Russian hacking groups that might be poised to carry out destructive attacks against US critical infrastructure, said John Hultquist of the cybersecurity firm Mandiant.

Now that these criminal charges are public, he added, the United States has “let them know that we know who they are.”.",https://www.theguardian.com/world/2022/mar/24/us-charges-russian-hackers-cyber-attacks,2022-03-24
The Guardian,Texas attorney general says school district’s Pride week ‘breaks state law’,C,"The attorney general of Texas has declared a school district’s celebration of LGBTQ+ students “sex education” and in violation of Texas law.

For the past eight years, students in the Austin Independent school district have held a district-wide Pride week as a chance to celebrate LGBTQ+ students, staff and families in the district, according to the district’s website.

But on Tuesday, the Texas attorney general, Ken Paxton, sent a letter to the school district calling Pride week “sex education” and notifying the school that without parental consent, the celebration is “breaking state law”.

“The Texas legislature has made it clear that when it comes to sex education, parents – not school districts – are in charge,” said Paxton in his letter shared to Twitter.

“By hosting ‘Pride week’, your district has, at best, undertaken a week-long instructional effort in human sexuality without parental consent,” continued Paxton. “Or, worse, your district is cynically pushing a week-long indoctrination of your students that not only fails to obtain parental consent, but subtly cuts parents out of the loop. Either way, you are breaking state law.”

The school district’s superintendent, Dr Stephanie S Elizalde, responded to the attorney general’s comments about 45 minutes after Paxton posted his letter.

“I want all our LGBTQIA+ students to know that we are proud of them and that we will protect them against political attacks,” said Elizalde on Twitter.

District spokesperson Jason Stanford spoke with the Washington Post and shared a similar message: “We’re going to react to this by doubling down on making sure our kids feel safe and celebrating Pride.”

Stanford also noted that Paxton’s letter was politically motivated as Paxton faces a primary runoff with another Republican in May and is being investigated by the FBI for bribery and abuse of office.

“This is not a parental rights issue,” said Stanford to the Post. “This is a Ken Paxton trying to score political points issue.”

In recent weeks, Paxton has targeted LGBTQ+ youth in Texas. In addition to the letter, last month, Paxton wrote an opinion stating that gender-affirming care for children was “child abuse” under Texas law, prompting the Republican governor, Greg Abbott, to instruct the state’s child protection services to investigate parents providing their children with that care.

When a judge temporarily blocked Abbott’s order, Paxton asked the state supreme court to overturn the ban.

After the Pride week’s agenda was shared online, some administrators in the Austin Independent school district had their personal information posted online and have received death threats, reported KUT, a local news affiliate.

Students were forced to have pride celebrations inside as police were stationed outside.

“The kids had no idea what was going on, but the teachers were afraid to go to work,” said Stanford. “So the last thing we’re worried about is what Ken Paxton has to say.”",https://www.theguardian.com/us-news/2022/mar/24/texas-attorney-general-pride-week-breaking-state-law,2022-03-24
The Guardian,‘Japan’s most famous yachtsman’: 83-year-old attempts solo Pacific crossing,C,"An 83-year old man is set to sail from San Francisco on Saturday and voyage alone across the Pacific Ocean to his home country, Japan.

Kenichi Horie, also known as “Japan’s most famous yachtsman”, became the first person to make a non-stop solo crossing of the Pacific in 1962. On that trip, he was still a 23-year old amateur seaman. Horie set off from Osaka and sailed across the ocean for 94 days, surviving on canned food and rice before arriving in San Francisco.

The voyage has been widely regarded as a “one-man olive branch of post-war diplomacy” between Pacific powers, the San Francisco Chronicle reported.

“Even in the states, yachtsmen are inspired by his story,” said Morgan Smith, manager of Interpretation, Education and Volunteers at San Francisco Maritime National Historical Park.

Upon arriving in San Francisco, Horie was briefly arrested as he had traveled without a passport or money and little knowledge of English. However, then Mayor George Christopher soon released him and gave him a visa in honor of his bravery.

In the 60 years since then, Horie has made multiple Pacific crossings. The boat Horie used in 1962 has been on display at San Francisco’s Maritime Museum. Named “Mermaid,” the boat lives in the museum’s foyer and is the “superstar” attraction, John Muir, the museum’s small craft curator, told the San Francisco Chronicle.

Horie has voyaged across the Pacific on a variety of vessels, including ones made from aluminum cans and powered by solar panels and another propelled by foot pedals. In 1999, he sailed from the west coast to Japan on a catamaran made out of beer kegs. Three years later, he sailed the other way around via whiskey barrels.

For his upcoming journey on Saturday, Horie’s vessel is a 2,182lb and 19ft long sailboat made out of pale aluminum, customized to fit his build.

At 5ft tall, Horie does not physically train for his voyages, telling the publication, “I’m always fine, always in shape … No overeating, no over-drinking”.

When asked whether he had any concerns for his trip, Horie said, “Nothing at all. Maybe just being old.”",https://www.theguardian.com/us-news/2022/mar/24/man-83-sail-from-san-francisco-to-japan,2022-03-24
